cod_localidad,id_provincia,id_departamento,categoria,provincia,departamento,localidad,nombre,direccion,piso,cp,web,latitud,longitud,tipo_latitud_longitud,fuente,sector,pantallas,butacas,tipo_de_gestion,espacio_incaa,año_actualizacion
58035040,58,58035,Salas de cine,Neuquén,Confluencia,Cutral-Co,Cine Rex Cutral Co,Av. Del Trabajo 676,,8200,http://www.cinerexcutralco.com.ar,-38.937145,-69.228886,Precisa,INCAA / SInCA,Cine,1,290,Privada,No,2022
58035070,58,58035,Salas de cine,Neuquén,Confluencia,Neuquén,Cine Teatro Español,Av. Argentina 245,,8300,https://www.facebook.com/cineteatronqn/,-38.952502,-68.0588685,Precisa,INCAA / SInCA,Cine,1,639,Privada,Si,2022
58035070,58,58035,Salas de cine,Neuquén,Confluencia,Neuquén,Cinepolis Neuquen,Av. Antartida Argentina 1111,,8300,https://www.villagecines.com/,-38.947535,-68.080141,Precisa,INCAA / SInCA,Cine,7,1894,Privada,No,2022
58056010,58,58056,Salas de cine,Neuquén,Lacar,San Martín de los Andes,Centro Cultural Cotesma,Gral. Roca 1154,,8370,http://centrocultural.cotesma.com.ar,-40.157383,-71.3518372,Precisa,INCAA / SInCA,Cine,2,398,Privada,Si,2022
58112040,58,58112,Salas de cine,Neuquén,Zapala,Zapala,Cine Teatro Municipal Amado Sapag,San Martin 281,,8340,Facebook: Cine Teatro de Zapala,-38.9035456,-70.0649182,Precisa,INCAA / SInCA,Cine,1,738,Pública,Si,2022
62042400,62,62042,Salas de cine,Río Negro,General Roca,Cipolletti,Lorenzo Kelly,Fernandez Oro 55,PISO 1,8324,https://ccc.cipolletti.gob.ar/,-38.940545,-68.0012023,Precisa,INCAA / SInCA,Cine,1,140,Pública,Si,2022
62021060,62,62021,Salas de cine,Río Negro,Bariloche,Bariloche,Sunstar Bariloche,Onelli 447,,8400,http://www.cinesunstar.com/,-41.133472,-71.310278,Precisa,INCAA / SInCA,Cine,3,461,Privada,No,2022
62042390,62,62042,Salas de cine,Río Negro,General Roca,Cinco Saltos,Cine Teatro Español,Av. Roca 326,,8303,https://www.facebook.com/cineespanolCS/,-38.828301,-68.064467,Precisa,INCAA / SInCA,Cine,1,320,Privada,Si,2022
62042450,62,62042,Salas de cine,Río Negro,General Roca,Gral. Roca,Cine Rex Gral. Roca,Av. Roca 1585,,8332,http://cinerexroca.com.ar,-39.027377,-67.575436,Precisa,INCAA / SInCA,Cine,2,300,Privada,No,2022
62007090,62,62007,Salas de cine,Río Negro,Adolfo Alsina,Viedma,Cine Rex Viedma,Gallardo 160,,8500,https://cines.com/argentina/cine-gama/,-40.810812,-62.988497,Precisa,INCAA / SInCA,Cine,1,350,Privada,No,2022
62042560,62,62042,Salas de cine,Río Negro,General Roca,Villa Regina,Cine Teatro Circulo Italiano,Av. Rivadavia 117,,8336,http://cineteatrocirculo.com.ar/,-39.09326355,-67.08392556,Precisa,INCAA / SInCA,Cine,1,661,Privada,Si,2022
66126070,66,66126,Salas de cine,Salta,Oran,Orán,Cine Municipal De La Cultura Oran,Hipolito Yrigoyen 137,,4530,,-23.1351322,-64.3222154,Precisa,INCAA / SInCA,Cine,1,280,Pública,Si,2022
66028050,66,66028,Salas de cine,Salta,Capital,Salta,Cine Opera,Urquiza 560,,4400,http://cineoperasalta.com.ar/,-24.792403,-65.410758,Precisa,INCAA / SInCA,Cine,2,682,Privada,No,2022
66028050,66,66028,Salas de cine,Salta,Capital,Salta,Cine Rex,Av. San Martin 1170,,4400,,-24.792967,-65.419175,Precisa,INCAA / SInCA,Cine,2,353,Privada,No,2022
66028050,66,66028,Salas de cine,Salta,Capital,Salta,Cinemark Salta,Av. Monseñor Tavella 4400,,4400,https://www.cinemarkhoyts.com.ar,-24.832302,-65.428458,Precisa,INCAA / SInCA,Cine,5,897,Privada,No,2022
66028050,66,66028,Salas de cine,Salta,Capital,Salta,Hoyts Nuevo Noa,Virrey Toledo 702,,4400,https://www.cinemarkhoyts.com.ar/,-24.781472,-65.403547,Precisa,INCAA / SInCA,Cine,8,1362,Privada,No,2022
66112040,66,66112,Salas de cine,Salta,Metán,San José de Metán,Cine Club Center,20 De Febrero 19,piso 1,4440,https://www.facebook.com/cinecentermetan/,-25.4998463,-64.974178,Precisa,INCAA / SInCA,Cine,1,80,Privada,No,2022
66056220,66,66056,Salas de cine,Salta,Grl. Jose de San Martin,Tartagal,Open Plaza,Guemes 421,,4560, http://www.cineopenplaza.com.ar,-22.515933,-63.805018,Precisa,INCAA / SInCA,Cine,1,220,Privada,No,2022
70028010,70,70028,Salas de cine,San Juan,Capital,San Juan,Cinemacenter San Juan,Av. Circunvalacion Y Scalabrini Ortiz,,5400,http://www.cinemacenter.com.ar/,-31.522593,-68.542604,Precisa,INCAA / SInCA,Cine,8,1803,Privada,No,2022
70028010,70,70028,Salas de cine,San Juan,Capital,San Juan,CPM Espacio San Juan,Av. Jose Ignacio De La Roza Oeste 806,,5417,https://cpmcines.com/,-31.539871,-68.572839,Precisa,INCAA / SInCA,Cine,5,849,Privada,No,2022
70028010,70,70028,Salas de cine,San Juan,Capital,San Juan,Play Cinema San Juan,Av. Libertador 1826 (Oeste),,5400,http://www.playcinema.net/,-31.531766,-68.551432,Precisa,INCAA / SInCA,Cine,6,1071,Privada,No,2022
70028010,70,70028,Salas de cine,San Juan,Capital,San Juan,UPCN - San Juan,Sarmiento 461 Sur,,5400,http://www.upcndigital.org/san-juan,-31.52639,-68.533644,Precisa,INCAA / SInCA,Cine,1,298,Privada,No,2022
74049060,74,74049,Salas de cine,San Luis,Junin,Merlo,Cine Star Merlo,Av. Del Sol 1120,,5881,https://www.facebook.com/CineStarMerlo/,-32.346991,-64.998214,Precisa,INCAA / SInCA,Cine,1,100,Privada,No,2022
74056150,74,74056,Salas de cine,San Luis,La Capital,San Luis,Cinemacenter San Luis,J. A. Roca 260,,5700,http://www.cinemacenter.com.ar/,-33.309224,-66.327647,Precisa,INCAA / SInCA,Cine,7,1951,Privada,No,2022
74035070,74,74035,Salas de cine,San Luis,General Pedernera,Villa Mercedes,Cines Fenix,Pueyrredon 1651,,5730,http://www.cinesfenix.com,-33.663019,-65.464344,Precisa,INCAA / SInCA,Cine,3,475,Privada,No,2022
78014010,78,78014,Salas de cine,Santa Cruz,Deseado,Caleta Olivia,Cine Municipal Caleta Olivia,J. Newbery y Deocarets S/N,Piso 1,9011,https://www.mechenien.org.ar/,-46.437506,-67.52675,Precisa,INCAA / SInCA,Cine,1,350,Privada,Si,2022
78007010,78,78007,Salas de cine,Santa Cruz,Corpen Aike,Comandante Luis Piedrabuena,Cine Select,Av. Gregorio Ibañez 388,,9303,https://www.facebook.com/multiespacioselect,-49.983691,-68.909210,Precisa,INCAA / SInCA,Cine,1,288,Pública,Si,2022
78049020,78,78049,Salas de cine,Santa Cruz,Rio Chico,Gobernador Gregores,Cine Municipal Abuelas de Plaza de Mayo,Av. San Martin 514,,9311,http://www.santacruz.gob.ar,-48.750801,-70.246605,Precisa,INCAA / SInCA,Cine,1,80,Pública,No,2022
78014060,78,78014,Salas de cine,Santa Cruz,Las Heras,Las Heras,Osvaldo Jorge Bayer,13 De Diciembre Y Malvinas S/N,,9017,https://www.facebook.com/pg/centroculturallasheras,-46.538589,-68.944153,Precisa,INCAA / SInCA,Cine,1,196,Privada,No,2022
78014080,78,78014,Salas de cine,Santa Cruz,Deseado,Puerto Deseado,"Cine Auditorio Deseado ""ESPACIO INCAA""",Don Bosco 1075,,9050,https://www.facebook.com/CineDeseado/,-47.7520538,-65.8951281,Precisa,INCAA / SInCA,Cine,1,142,Privada,Si,2022
78042010,78,78042,Salas de cine,Santa Cruz,Magallanes,Puerto San Julian,Cine Teatro Talia,25 De Mayo 1188,,9310,https://www.facebook.com/pg/cineteatrotalia,-49.315227,-67.722103,Precisa,INCAA / SInCA,Cine,1,340,Privada,Si,2022
78007020,78,78007,Salas de cine,Santa Cruz,Corpen Aike,Puerto Santa Cruz,Auditorio Municipal,25 De Mayo 513,,9300,https://www.facebook.com/CineMPSC/,-50.016472,-68.517896,Precisa,INCAA / SInCA,Cine,1,150,Pública,No,2022
78021040,78,78021,Salas de cine,Santa Cruz,Guer Aike,Río Gallegos,Cine Rio Gallegos,Av. Nestor Kirchner 1142,,9400,http://www.cineriogallegos.com.ar/,-51.619917,-69.218735,Precisa,INCAA / SInCA,Cine,3,290,Privada,No,2022
82049020,82,82049,Salas de cine,Santa Fe,General Obligado,Avellaneda,Luna De Avellaneda,Av. San Martin 810,,3561,http://www.cinelunadeavellaneda.com,-29.118061,-59.654853,Precisa,INCAA / SInCA,Cine,1,299,Privada,No,2022
82014050,82,82014,Salas de cine,Santa Fe,Caseros,Casilda,Cine Teatro Libertador,Buenos Aires 2441,,2170,http://www.cinelibertador.com.ar,-33.046245,-61.169568,Precisa,INCAA / SInCA,Cine,1,1014,Privada,No,2022
82070050,82,82070,Salas de cine,Santa Fe,Las Colonias,Esperanza,E-Max Cines,Brigadier Lopez 1471,,3080,http://www.e-max.com.ar,-31.450826,-60.895483,Precisa,INCAA / SInCA,Cine,3,584,Privada,No,2022
82021310,82,82021,Salas de cine,Santa Fe,Castellanos,Rafaela,Cine Teatro Municipal Manuel Belgrano,Bv. Santa Fe 555,,2300,http://www.rafaela.gob.ar/cine/,-31.2537076,-61.4856456,Precisa,INCAA / SInCA,Cine,1,1049,Pública,Si,2022
82021310,82,82021,Salas de cine,Santa Fe,Castellanos,Rafaela,Las Tipas Rafaela,C. Conscripto Zurbriggen 865,,2300,www.lastipasrafaela.com.ar/,-31.242567,-61.505319,Precisa,INCAA / SInCA,Cine,4,920,Privada,No,2022
82049180,82,82049,Salas de cine,Santa Fe,General Obligado,Reconquista,Cine Recite,Habegger 755,,3560,http://www.cinerecite.com.ar,-29.148596,-59.642839,Precisa,INCAA / SInCA,Cine,1,156,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Arteon,Sarmiento 778,Planta Alta,2000,http://www.arteon.com.ar/,-32.946182,-60.638166,Precisa,INCAA / SInCA,Cine,1,186,Privada,Si,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Centro Cultural Cine Lumiere,Velez Sarfield 1029,,2000,http://www.lumiererosario.gob.ar,-32.924992,-60.677156,Precisa,INCAA / SInCA,Cine,1,420,Pública,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Cinepolis Rosario,Eva Peron 5856,,2000,https://www.villagecines.com/,-32.933053,-60.712949,Precisa,INCAA / SInCA,Cine,13,3458,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Cines Del Centro,Rioja 1660,Planta Alta,2000,,-32.946177,-60.646324,Precisa,INCAA / SInCA,Cine,4,659,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,El Cairo,Santa Fe 1120,,2000,http://elcairocinepublico.gob.ar/,-32.95144,-60.639437,Precisa,INCAA / SInCA,Cine,1,442,Pública,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Hoyts Rosario,Nansen 323,,2000,https://www.cinemarkhoyts.com.ar/,-32.909461,-60.683084,Precisa,INCAA / SInCA,Cine,9,1911,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Microcine De La Cortada,Ctda Ricardone 1244,,2000,,-32.94773,-60.640286,Precisa,INCAA / SInCA,Cine,1,96,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Monumental Rosario,San Martin 993,,2000,https://www.multiplex.com.ar/,-32.94899,-60.637338,Precisa,INCAA / SInCA,Cine,9,1471,Privada,No,2022
82084270,82,82084,Salas de cine,Santa Fe,Rosario,Rosario,Showcase Rosario,Junin 501,,2000,https://www.todoshowcase.com/,-32.926503,-60.670806,Precisa,INCAA / SInCA,Cine,14,3391,Privada,No,2022
82042220,82,82042,Salas de cine,Santa Fe,General Lopez,Rufino,Sala Hispano,Av. Cobo 185,Planta Alta,6100,,-34.2630949,-62.71155166,Precisa,INCAA / SInCA,Cine,1,330,Pública,Si,2022
82126140,82,82126,Salas de cine,Santa Fe,San Martin,San Jorge,Las Tipas San Jorge,Eva Peron 1388,,2451,http://www.lastipassanjorge.com.ar/,-31.895262,-61.8595,Precisa,INCAA / SInCA,Cine,1,260,Privada,No,2022
82021340,82,82021,Salas de cine,Santa Fe,Castellanos,San Vicente,Brown Cinema 3D,Cangallo 304,,2447,http://browncinema3d.com.ar/,-31.698952,-61.567196,Precisa,INCAA / SInCA,Cine,1,224,Privada,No,2022
82063170,82,82063,Salas de cine,Santa Fe,La Capital,Santa Fe,Cine America,25 De Mayo 3075,,3000,,-31.640525,-60.70422,Precisa,INCAA / SInCA,Cine,1,380,Privada,No,2022
82063170,82,82063,Salas de cine,Santa Fe,La Capital,Santa Fe,Cinemark Santa Fe,Dique 1 Puerto Santa Fe,,3000,https://www.cinemarkhoyts.com.ar,-31.648852,-60.70404,Precisa,INCAA / SInCA,Cine,7,1527,Privada,No,2022
82042290,82,82042,Salas de cine,Santa Fe,General Lopez,Venado Tuerto,Cinema Casey,Av. Casey 790,Piso 1,2600,http://cinemacasey.com.ar,-33.746371,-61.968125,Precisa,INCAA / SInCA,Cine,2,249,Privada,No,2022
86035090,86,86035,Salas de cine,Santiago del Estero,Banda,La Banda,Cine Teatro Municipal Renzi,Av. Besares 151,,4300,https://www.facebook.com/CineRenzi/,-27.7317514,-64.2426123,Precisa,INCAA / SInCA,Cine,1,152,Pública,Si,2022
86035090,86,86035,Salas de cine,Santiago del Estero,Banda,La Banda,Cinemacenter La Banda,Aut. Juan D. Peron S/N Parque Industrial,,4200,http://www.cinemacenter.com.ar/,-27.762487,-64.244804,Precisa,INCAA / SInCA,Cine,3,822,Privada,No,2022
86049110,86,86049,Salas de cine,Santiago del Estero,Capital,Santiago del Estero,Sunstar Santiago del Estero,Av. Rivadavia Y Ejercito Argentino,,4200,http://www.cinesunstar.com/,-27.78442,-64.267281,Precisa,INCAA / SInCA,Cine,5,1585,Privada,No,2022
86147130,86,86147,Salas de cine,Santiago del Estero,Rio Hondo,Termas de Río Hondo,Nuevo Cine Rex,Bolivar 15,,4220,http://www.santacruz.gob.ar,-27.496838,-64.85833,Precisa,INCAA / SInCA,Cine,1,233,Privada,No,2022
94007010,94,94007,Salas de cine,Tierra del Fuego,Rio Grande,Río Grande,El Cine,9 De Julio 838,,9420,http://www.cinemas4riogrande.com.ar,-53.790081,-67.697959,Precisa,INCAA / SInCA,Cine,2,584,Privada,No,2022
94014020,94,94014,Salas de cine,Tierra del Fuego,Ushuaia,Ushuaia,Cine Teatro Pakewaia,Yaganes Y Gob Paz (Base Naval),,9410,www.cinepackewaia.com.ar/,-54.801912,-68.302951,Precisa,INCAA / SInCA,Cine,1,300,Privada,No,2022
94014020,94,94014,Salas de cine,Tierra del Fuego,Ushuaia,Ushuaia,Sunstar Ushuaia,Av. Perito Moreno 1460,,9410,http://www.cinesunstar.com/,-54.7999427,-68.2801151,Precisa,INCAA / SInCA,Cine,3,561,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Atlas Vía 24,24 de Septiembre 757,,4000,https://www.cineatlasweb.com.ar/,-26.8301689,-65.2087418,Precisa,INCAA / SInCA,Cine,2,264,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Cine Popular San Miguel de Tucumán,Lavalle 688,,4000,,-26.8387931,-65.2094995,Precisa,INCAA / SInCA,Cine,1,50,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Sala Hynes O´Connor,San Martín 251,,4000,,-26.8302371,-65.2005846,Precisa,INCAA / SInCA,Cine,1,80,Pública,Si,2022
90119030,90,90119,Salas de cine,Tucumán,Yerba Buena,Yerba Buena,Cine Popular de Yerba Buena,Av. Aconquija 2060,,4107,,-26.8123017,-65.3003126,Precisa,INCAA / SInCA,Cine,1,50,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Atlas Shopping Terminal,Av. Brigido Teran 250,,4000,cineatlasweb.com.ar,-26.834701,-65.194059,Precisa,INCAA / SInCA,Cine,2,219,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Atlas Tucuman,Monteagudo 250,,4000,cineatlasweb.com.ar,-26.828516,-65.199312,Precisa,INCAA / SInCA,Cine,3,797,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Cinemacenter Tucuman,Av. Nestor Kirchner(Ex Av. Roca) 3450,Piso 1,4000,http://www.cinemacenter.com.ar/,-26.83447,-65.252298,Precisa,INCAA / SInCA,Cine,5,1051,Privada,No,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Espacio Incaa Sala Orestes Caviglia,San Martin 251,,4000,https://enteculturaltucuman.gob.ar/,-26.8303703,-65.200703,Precisa,INCAA / SInCA,Cine,1,183,Pública,Si,2022
90084010,90,90084,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Microcine Orion,Av. Mitre 817,,4000,,-26.817212,-65.215481,Precisa,INCAA / SInCA,Cine,1,36,Pública,No,2022
90119030,90,90119,Salas de cine,Tucumán,Yerba Buena,Yerba Buena,Solar del Cerro,Av. Aconquija 1336,,4107,http://solardelcerro.com,-26.814179,-65.288937,Precisa,INCAA / SInCA,Cine,5,750,Privada,No,2022
90119030,90,90119,Salas de cine,Tucumán,Yerba Buena,Yerba Buena,Sunstar Tucuman,Av. Fermin Carriola 42,,4107,http://www.cinesunstar.com/,-26.820976,-65.265894,Precisa,INCAA / SInCA,Cine,6,1295,Privada,No,2022
